"p.value","m.z","t.score"
0.954137789241643,215.019240730116,-0.0584601443357145
0.948283960016514,246.097230405514,0.0657944765209195
0.898877670985145,375.291170549329,-0.129193302789132
0.961289525728481,313.238879952394,-0.0493538754904485
0.604364069400895,171.067015592185,-0.527800212193497
0.352163076363122,441.177515671893,-0.959284677282642
0.829376775240031,371.119964703824,-0.218657648723116
0.908604558688523,447.348438623429,0.11661721608685
0.654152052573389,325.107612728672,0.456939316831094
0.562709954877414,139.984894356841,-0.591406988042326
0.34948785311546,211.072989272105,-0.960950796468606
0.62385379804571,244.092925984728,0.499400299875434
0.668137187211198,507.232061491484,-0.435846211297466
0.550070985634879,341.10427144193,0.610741980127493
0.777309554388403,186.041487596284,0.288372306881255
0.592215494855875,379.174097713346,0.545715231330666
0.582426667489684,269.175925117674,-0.560111640565111
0.2489103878318,347.222039379375,1.19243517676251
0.731465944092053,439.126359352378,-0.34920007581113
0.146454906791835,447.166924543793,1.54606643934656
0.80010140182059,344.151257764214,0.257820036364428
0.835280273304521,111.082099296953,-0.210972542906713
0.823708222033996,423.188195974007,-0.226416103659056
0.0875803546610872,260.99279266092,-1.87323509461187
0.652912462942619,393.230219134611,0.458648068629917
0.336416951531427,165.077416388711,1.00357280702725
0.334700165456736,239.077631491236,-0.991274690594363
0.528166100977096,397.185904968713,0.644376924390973
0.639774106869383,198.041108949844,-0.476476006665607
0.925277008011449,171.077951568879,0.095226492354475
0.216097163205722,156.030927633281,-1.31190570184314
0.996143992704636,182.082556159727,0.00490397272826536
0.140193149639698,175.072067591111,1.59334322168813
0.402573666849061,205.083586583839,0.862982248069287
0.923530977597048,227.104532108165,-0.0974286394772236
0.870541457847494,152.986183548985,-0.165521938825438
0.0323558786874716,269.103133948361,-2.44753560727822
0.626714125499994,177.076626526394,-0.494827266264702
0.984719336183749,402.132536559183,-0.0195156701437363
0.981613959940307,319.114092422385,-0.0234624107460697
0.140193149639698,175.072134590261,1.59334322168813
0.641805997005045,495.261427826501,-0.47313462939508
0.142165751523894,241.14394461582,-1.54354594839632
0.776963666912926,395.279439483786,-0.288100326198832
0.110846362758423,184.025490366993,-1.72950512391746
0.00549177657443614,795.459110505032,3.56277664954846
0.776946249462445,137.036006886719,0.287723640494702
0.245937264079102,203.013924281558,-1.20524232767123
0.770091588631498,429.159701615321,0.297136883499737
0.934520482849371,299.091705436662,0.0833813707882378
0.647823400674425,129.067409201516,-0.464569063866895
0.468619480987076,335.081555401471,0.744679239016294
0.872057312080057,191.056608339097,-0.163478139329516
0.733541138525718,391.322790218133,0.34594603343578
0.554900577892492,363.144229705237,0.602903303139745
0.135863256815934,627.308587018672,-1.57584064694412
0.437799641545006,625.292874692656,-0.794724663493863
0.927375871808233,373.084090429453,0.092455934264311
0.398187338361001,333.06437674322,0.87322308513578
0.687280993224876,248.129559486451,-0.409136044754326
0.747154272485642,353.157957050763,0.328093643633279
