Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
307.129934407202,C05643,M+CH3COO[-],0.000539407201983977
178.050872139102,C00156,M+ACN-H[-],9.6394127979238e-05
178.050872139102,C00355,M-H2O-H[-],5.13941279791652e-05
178.050872139102,C05585,M+ACN-H[-],9.6394127979238e-05
405.131362691643,C04555,M+Cl37[-],0.000237308356986432
192.053561361864,C00385,M+ACN-H[-],0.00089282863402218
192.053561361864,C20239,M-H2O-H[-],0.000937828634022253
130.051433106107,C00186,M+ACN-H[-],0.000464572877007186
130.051433106107,C00577,M+ACN-H[-],0.000464572877007186
130.051433106107,C01013,M+ACN-H[-],0.000464572877007186
130.051433106107,C00430,M-H[-],0.000509572877007258
130.051433106107,C00148,M-H+O[-],0.000499572877004084
130.051433106107,C00763,M-H+O[-],0.000499572877004084
130.051433106107,C01110,M-H[-],0.000509572877007258
130.051433106107,C01157,M-H[-],0.000509572877007258
130.051433106107,C01165,M-H[-],0.000509572877007258
130.051433106107,C05147,M-H[-],0.000509572877007258
130.051433106107,C03440,M-H[-],0.000509572877007258
130.051433106107,C00184,M+ACN-H[-],0.000464572877007186
130.051433106107,C00256,M+ACN-H[-],0.000464572877007186
287.088764362286,C14852,M(S34)-H[-],0.000840829056016901
287.088764362286,C14852,M(Cl37)-H[-],0.000559170944029574
287.088764362286,C00214,M+HCOO[-],0.000819362285994885
287.088764362286,C00526,M+CH3COO[-],0.000869362285982334
441.195781579375,C18044,M+HCOO[-],0.00113657937498601
156.067147843427,C00141,M+ACN-H[-],0.000579310196997085
163.026752295698,C16355,M-H2O-H[-],0.000628762468011246
163.026752295698,C16359,M-H2O-H[-],0.000628762468011246
163.026752295698,C21028,M+Cl[-],0.000747704302000329
170.057728982005,C00135,M-H+O[-],0.000595448774987517
240.051940700977,C00822,M+HCOO[-],0.00109570097700384
240.051940700977,C01036,M+ACN-H[-],0.000572167747009189
240.051940700977,C01061,M+ACN-H[-],0.000572167747009189
240.051940700977,C00643,M+Na-2H[-],0.000306365482998672
145.051026769704,C01019,M-H2O-H[-],0.00040323647402829
145.051026769704,C00233,M-H+O[-],0.000393236474025116
145.051026769704,C00671,M-H+O[-],0.000393236474025116
181.050566074531,C03765,M+HCOO[-],0.000521074530979604
181.050566074531,C05581,M-H+O[-],6.74586989930503e-05
181.050566074531,C05582,M-H[-],5.74586989898762e-05
181.050566074531,C05583,M-H[-],5.74586989898762e-05
181.050566074531,C07086,M+HCOO[-],0.000521074530979604
211.061423084453,C00642,M+CH3COO[-],0.000828084452990652
211.061423084453,C04043,M+CH3COO[-],0.000828084452990652
211.061423084453,C05581,M+HCOO[-],0.000778084453003203
211.061423084453,C05852,M+CH3COO[-],0.000828084452990652
112.937802247813,C14857,M(Cl37)-H[-],0.000421285417019135
112.937802247813,C14858,M(Cl37)-H[-],0.000421285417019135
112.937802247813,C14859,M(Cl37)-H[-],0.000421285417019135
165.006125101024,C11821,M-H2O-H[-],0.000701567794010316
156.030927633281,C00122,M+ACN-H[-],0.000659100051024097
156.030927633281,C01042,M-H2O-H[-],0.00070410005102417
156.030927633281,C02220,M-H[-],0.00070410005102417
156.030927633281,C03824,M-H+O[-],0.000694100051020996
331.228352881056,C01953,M-H+O[-],0.000519347826013927
331.228352881056,C03681,M-H+O[-],0.000519347826013927
331.228352881056,C05138,M-H[-],0.000529347826045523
331.228352881056,C05476,M-H2O-H[-],0.000529347826045523
331.228352881056,C05479,M-H+O[-],0.000519347826013927
331.228352881056,C05485,M-H[-],0.000529347826045523
331.228352881056,C18038,M-H[-],0.000529347826045523
331.228352881056,C18040,M-H[-],0.000529347826045523
331.228352881056,C00473,M+HCOO[-],0.00100788105601168
331.228352881056,C00899,M+HCOO[-],0.00100788105601168
331.228352881056,C16682,M+HCOO[-],0.00100788105601168
331.228352881056,C22831,M-H[-],0.000529347826045523
266.089745861848,C00212,M-H[-],0.000222328618008305
266.089745861848,C00330,M-H[-],0.000222328618008305
266.089745861848,C00559,M-H+O[-],0.000312328618008451
266.089745861848,C16365,M+ACN-H[-],0.00027732861798313
216.02747191099,C16356,M+Na-2H[-],0.000424844529987922
216.02747191099,C16360,M+Na-2H[-],0.000424844529987922
132.030205497593,C16630,M(C13)-H[-],0.000581964362993403
132.030205497593,C00049,M-H[-],1.80356369980927e-05
132.030205497593,C00402,M-H[-],1.80356369980927e-05
132.030205497593,C03508,M-H+O[-],2.80356370012669e-05
132.030205497593,C02218,M+HCOO[-],0.000560497592999809
279.232108428336,C01595,M-H[-],0.000815104894002161
149.046009697188,C00121,M-H[-],0.000486163958015595
149.046009697188,C01801,M-H+O[-],0.000476163958012421
149.046009697188,C00181,M-H[-],0.000486163958015595
149.046009697188,C00259,M-H[-],0.000486163958015595
149.046009697188,C00309,M-H[-],0.000486163958015595
149.046009697188,C00310,M-H[-],0.000486163958015595
149.046009697188,C00312,M-H[-],0.000486163958015595
149.046009697188,C00408,M+Na-2H[-],0.00043736927202076
149.046009697188,C05936,M+Na-2H[-],0.00043736927202076
343.123035687756,C05399,M-H[-],0.00158784547397772
461.363961793112,C03594,M+CH3COO[-],0.000866793111981679
461.363961793112,C05451,M+CH3COO[-],0.000866793111981679
461.363961793112,C13550,M+CH3COO[-],0.000866793111981679
461.363961793112,C15519,M+CH3COO[-],0.000866793111981679
461.363961793112,C15610,M+CH3COO[-],0.000866793111981679
461.363961793112,C05500,M+CH3COO[-],0.000866793111981679
461.363961793112,C05502,M+CH3COO[-],0.000866793111981679
298.077251227891,C00170,M(S34)-H[-],0.000872305338987189
102.056446749679,C01205,M-H[-],0.000423216448993458
102.056446749679,C00334,M-H[-],0.000423216448993458
102.056446749679,C01026,M-H[-],0.000423216448993458
102.056446749679,C02356,M-H[-],0.000423216448993458
102.056446749679,C03284,M-H[-],0.000423216448993458
102.056446749679,C00555,M-H+O[-],0.000413216448990283
215.056622368647,C16586,M+Na-2H[-],0.000324697812999375
166.015061368628,C03722,M-H[-],0.000437835398031439
166.015061368628,C04409,M-H2O-H[-],0.000537835398034758
333.206312222763,C00535,M+HCOO[-],0.000232777237044957
333.206312222763,C00674,M+HCOO[-],0.000232777237044957
333.206312222763,C01227,M+HCOO[-],0.000232777237044957
333.206312222763,C03772,M+HCOO[-],0.000232777237044957
333.206312222763,C00427,M-H2O-H[-],0.000811310466986015
333.206312222763,C00584,M-H2O-H[-],0.000811310466986015
333.206312222763,C00696,M-H2O-H[-],0.000811310466986015
333.206312222763,C00909,M-H+O[-],0.000821310466960767
333.206312222763,C02198,M-H2O-H[-],0.000811310466986015
333.206312222763,C05949,M-H[-],0.000811310466986015
333.206312222763,C05960,M-H2O-H[-],0.000811310466986015
333.206312222763,C14807,M-H+O[-],0.000821310466960767
333.206312222763,C04671,M-H2O-H[-],0.000811310466986015
424.24593534582,C06124,M+HCOO[-],0.00050965418006399
203.05658957314,C00788,M+Na-2H[-],0.000357493319995683
203.05658957314,C05589,M+Na-2H[-],0.000357493319995683
281.089279999563,C05340,M+K-2H[-],0.000467066896931101
235.081471777617,C05401,M-H2O-H[-],0.000851755612984562
215.054770536893,C05576,M+HCOO[-],0.000774463107006795
308.138891146899,C05141,M+Na-2H[-],0.00105591956094031
308.138891146899,C05301,M+Na-2H[-],0.00105591956094031
256.060008086912,C01132,M+Cl[-],0.00120808691195862
256.060008086912,C00140,M+Cl[-],0.00120808691195862
256.060008086912,C00645,M+Cl[-],0.00120808691195862
148.040837116484,C05578,M-H[-],0.000413583254015748
148.040837116484,C00250,M-H2O-H[-],0.000513583254019068
178.051275287612,C00156,M+ACN-H[-],0.000306754381995233
178.051275287612,C00355,M-H2O-H[-],0.000351754381995306
178.051275287612,C05585,M+ACN-H[-],0.000306754381995233
205.062296159774,C03227,M-H2O-H[-],0.000472626544024024
205.062296159774,C05651,M-H2O-H[-],0.000472626544024024
205.062296159774,C05653,M+ACN-H[-],0.000427626544023951
197.032108765051,C16355,M-H+O[-],0.0004752318209853
197.032108765051,C16359,M-H+O[-],0.0004752318209853
156.078551393945,C00327,M-H2O-H[-],0.000727860715016959
156.078551393945,C16622,M+ACN-H[-],0.000682860714988465
275.200626860965,C16300,M-H[-],0.000996672265046072
204.050915887031,C00940,M+CH3COO[-],0.000120887031016537
327.09204594662,C20934,M+CH3COO[-],0.000649053380072928
89.0245024888672,C00031,M-2H[2-],7.89556371927347e-05
89.0245024888672,C00186,M-H[-],7.89556371927347e-05
89.0245024888672,C00221,M-2H[2-],7.89556371927347e-05
89.0245024888672,C00267,M-2H[2-],7.89556371927347e-05
89.0245024888672,C00577,M-H[-],7.89556371927347e-05
89.0245024888672,C00095,M-2H[2-],7.89556371927347e-05
89.0245024888672,C00159,M-2H[2-],7.89556371927347e-05
89.0245024888672,C00124,M-2H[2-],7.89556371927347e-05
89.0245024888672,C00137,M-2H[2-],7.89556371927347e-05
89.0245024888672,C00984,M-2H[2-],7.89556371927347e-05
89.0245024888672,C01013,M-H[-],7.89556371927347e-05
89.0245024888672,C00184,M-H[-],7.89556371927347e-05
89.0245024888672,C00256,M-H[-],7.89556371927347e-05
89.0245024888672,C00937,M-H+O[-],6.89556371895605e-05
89.0245024888672,C00163,M-H+O[-],6.89556371895605e-05
239.115472928506,C00884,M-H[-],0.0005493952760105
239.115472928506,C01262,M-H[-],0.0005493952760105
183.065496462046,C05594,M-H[-],0.000827071183977068
139.051598021883,C05827,M-H+O[-],0.000264488652987893
139.051598021883,C05828,M-H[-],0.000274488652991067
347.222039379375,C00535,M+CH3COO[-],0.000155620625037045
347.222039379375,C00674,M+CH3COO[-],0.000155620625037045
347.222039379375,C01227,M+CH3COO[-],0.000155620625037045
347.222039379375,C03772,M+CH3COO[-],0.000155620625037045
347.222039379375,C05138,M-H+O[-],0.000694153854965407
347.222039379375,C05478,M-H[-],0.000784153854965552
347.222039379375,C05485,M-H+O[-],0.000694153854965407
347.222039379375,C05487,M-H[-],0.000784153854965552
347.222039379375,C18038,M-H+O[-],0.000694153854965407
347.222039379375,C18040,M-H+O[-],0.000694153854965407
347.222039379375,C06428,M+HCOO[-],0.000205620625024494
347.222039379375,C22831,M-H+O[-],0.000694153854965407
211.081613183247,C00379,M+CH3COO[-],0.000181816753013209
211.081613183247,C00532,M+CH3COO[-],0.000181816753013209
98.0251062661226,C03508,M-H2O-H[-],0.000382732892603599
295.075957388981,C00670,M+Cl37[-],0.000542611018943262
238.07668284283,C00835,M(Cl37)-H[-],0.000559309600021152
238.07668284283,C03684,M(Cl37)-H[-],0.000559309600021152
415.323674898672,C01561,M-H+O[-],0.00194136544200774
415.323674898672,C01673,M-H[-],0.00195136544198249
