"","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79"
"MP11",-0.0892310739399474,1.00938121472816,-0.0892310739399474,-0.0892310739399474,0.603916106619998,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,1.00938121472816,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,0.603916106619998,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,0.603916106619998,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,0.603916106619998,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,0.603916106619998,-0.0892310739399474,-0.0892310739399474,0.603916106619998,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,0.603916106619998,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474,-0.0892310739399474
"MP12",0.748988157158987,1.44213533771893,1.15445326526715,0.278984527913252,0.866771192815371,1.66527888903314,-1.33045338452085,-0.231841095852739,2.45373624939741,-0.637306203960903,-0.637306203960903,-1.33045338452085,1.96538348148348,-0.231841095852739,1.06744188827752,0.866771192815371,0.866771192815371,0.866771192815371,-1.33045338452085,0.055840976599042,-1.33045338452085,-1.33045338452085,-0.637306203960903,-0.231841095852739,2.65853066204343,-1.33045338452085,0.278984527913252,-1.33045338452085,-1.33045338452085,1.55991837337532,-0.231841095852739,-1.33045338452085,-0.231841095852739,-0.231841095852739,-1.33045338452085,-1.33045338452085,1.23449597294069,-1.33045338452085,-1.33045338452085,0.748988157158987,-0.637306203960903,-1.33045338452085,1.8476004458271,0.278984527913252,1.15445326526715,0.055840976599042,1.55991837337532,1.15445326526715,0.461306084707206,1.23449597294069,-1.33045338452085,-1.33045338452085,-1.33045338452085,-1.33045338452085,-0.637306203960903,0.615456764534465,2.07074399714131,2.67687980071162,-0.637306203960903,0.278984527913252,-0.637306203960903,-0.637306203960903,-1.33045338452085,0.972131708473197,0.055840976599042,1.8476004458271,-0.637306203960903,-0.231841095852739,0.461306084707206,-0.231841095852739,-1.33045338452085,-1.33045338452085,-0.637306203960903,-0.637306203960903,0.055840976599042,0.748988157158987,-0.231841095852739,-0.637306203960903,-0.637306203960903
"MP13",0.0736045354735049,0.584430159239496,1.80820559086161,-0.33186057263466,-0.33186057263466,1.27757733979944,-1.0250077531946,-0.33186057263466,1.17221682414161,-1.0250077531946,-0.33186057263466,-1.0250077531946,2.37618962846755,-1.0250077531946,0.361286607925286,-0.33186057263466,1.05443378848523,-1.0250077531946,-1.0250077531946,-1.0250077531946,-0.33186057263466,0.0736045354735049,-1.0250077531946,0.0736045354735049,2.58591015944962,-1.0250077531946,-0.33186057263466,-0.33186057263466,-0.33186057263466,1.53994160426693,-1.0250077531946,-0.33186057263466,-1.0250077531946,-1.0250077531946,-1.0250077531946,-0.33186057263466,1.53994160426693,-1.0250077531946,-0.33186057263466,0.920902395860708,-0.33186057263466,-1.0250077531946,2.34228807679187,-0.33186057263466,1.68304244790761,0.584430159239496,1.61404957642065,1.05443378848523,0.584430159239496,-0.33186057263466,-1.0250077531946,0.0736045354735049,0.76675171603345,-1.0250077531946,-1.0250077531946,0.0736045354735049,2.3071967569806,3.03543525735181,-0.33186057263466,0.0736045354735049,-1.0250077531946,-0.33186057263466,-0.33186057263466,0.920902395860708,0.361286607925286,0.584430159239496,0.0736045354735049,-0.33186057263466,0.361286607925286,-1.0250077531946,-1.0250077531946,-1.0250077531946,-1.0250077531946,0.0736045354735049,-1.0250077531946,1.27757733979944,-0.33186057263466,-1.0250077531946,-1.0250077531946
"MP14",0.0175060073617091,1.22147881168765,1.48384307615514,0.30518807981349,0.30518807981349,1.69148244093338,-1.0811062813064,-0.387959100746455,1.4038003684816,0.5283316311277,0.5283316311277,-1.0811062813064,1.69148244093338,-1.0811062813064,0.0175060073617091,0.0175060073617091,0.710653187921654,-0.387959100746455,-1.0811062813064,-1.0811062813064,-0.387959100746455,-1.0811062813064,-1.0811062813064,-0.387959100746455,2.28618954868007,-1.0811062813064,0.0175060073617091,-1.0811062813064,-1.0811062813064,0.710653187921654,-1.0811062813064,-0.387959100746455,-1.0811062813064,-1.0811062813064,-1.0811062813064,-1.0811062813064,0.5283316311277,-1.0811062813064,-0.387959100746455,0.5283316311277,-0.387959100746455,-0.387959100746455,2.2510982288688,-0.387959100746455,2.47424178018301,0.30518807981349,2.41540128016008,1.11611829602982,0.30518807981349,-0.387959100746455,-0.387959100746455,-1.0811062813064,-0.387959100746455,0.0175060073617091,-1.0811062813064,2.52981163133782,2.21473058469793,1.55795104830886,0.5283316311277,0.0175060073617091,-0.387959100746455,-0.387959100746455,0.30518807981349,0.864803867748913,-0.387959100746455,0.710653187921654,-0.387959100746455,-0.387959100746455,0.0175060073617091,-1.0811062813064,0.0175060073617091,-1.0811062813064,-1.0811062813064,0.0175060073617091,-1.0811062813064,0.864803867748913,0.0175060073617091,-1.0811062813064,-1.0811062813064
"MP15",0.610595182113128,0.610595182113128,1.77374599191881,-0.305695549761027,0.610595182113128,0.0997695583471375,-0.998842730320972,-0.305695549761027,1.70920747078124,0.0997695583471375,0.387451630798918,-0.998842730320972,2.22003309454723,-0.998842730320972,1.30374236267307,-0.305695549761027,0.792916738907083,-0.998842730320972,-0.998842730320972,-0.998842730320972,-0.305695549761027,-0.998842730320972,-0.998842730320972,0.387451630798918,2.33336177985423,-0.305695549761027,-0.305695549761027,-0.998842730320972,-0.998842730320972,0.792916738907083,-0.998842730320972,-0.305695549761027,-0.305695549761027,-0.998842730320972,-0.998842730320972,-0.305695549761027,1.19838184701525,-0.998842730320972,0.0997695583471375,0.792916738907083,-0.305695549761027,-0.998842730320972,2.04567970740245,0.387451630798918,1.19838184701525,1.30374236267307,1.56610662714056,0.0997695583471375,-0.305695549761027,-0.998842730320972,-0.998842730320972,-0.305695549761027,-0.998842730320972,-0.998842730320972,-0.998842730320972,1.56610662714056,0.387451630798918,1.70920747078124,2.58467620813514,0.610595182113128,-0.998842730320972,-0.998842730320972,0.792916738907083,0.610595182113128,-0.998842730320972,0.792916738907083,-0.305695549761027,-0.998842730320972,-0.305695549761027,-0.305695549761027,0.792916738907083,-0.998842730320972,-0.998842730320972,0.0997695583471375,-0.998842730320972,0.387451630798918,0.0997695583471375,-0.305695549761027,-0.998842730320972
"MP16",0.393427114393184,0.681109186844965,0.681109186844965,-0.705185174274926,0.681109186844965,-0.705185174274926,-0.705185174274926,-0.705185174274926,1.77972147551307,-0.0120379937149807,-0.0120379937149807,-0.705185174274926,2.12802816978129,-0.705185174274926,-0.705185174274926,0.393427114393184,0.904252738159174,-0.0120379937149807,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.0120379937149807,0.681109186844965,-0.705185174274926,0.393427114393184,-0.705185174274926,1.77972147551307,0.393427114393184,2.18518658362124,-0.705185174274926,-0.705185174274926,-0.0120379937149807,-0.705185174274926,-0.705185174274926,-0.0120379937149807,-0.705185174274926,-0.0120379937149807,0.393427114393184,-0.705185174274926,-0.705185174274926,1.77972147551307,-0.0120379937149807,1.08657429495313,-0.705185174274926,1.77972147551307,0.681109186844965,1.08657429495313,1.24072497478039,0.393427114393184,-0.0120379937149807,-0.705185174274926,-0.0120379937149807,-0.0120379937149807,0.681109186844965,0.904252738159174,-0.0120379937149807,0.904252738159174,-0.0120379937149807,-0.705185174274926,-0.705185174274926,-0.0120379937149807,-0.705185174274926,0.681109186844965,0.681109186844965,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.705185174274926,-0.0120379937149807,-0.705185174274926,0.904252738159174,-0.705185174274926,-0.705185174274926,-0.705185174274926
"MP17",0.645525645712541,0.827847202506496,3.00637964683056,0.422382094398332,-0.270765086161614,0.981997882333754,-0.963912266721559,0.134700021946551,-0.963912266721559,-0.270765086161614,-0.963912266721559,-0.963912266721559,2.25496355814664,-0.963912266721559,0.827847202506496,0.422382094398332,1.43398300607681,0.981997882333754,-0.963912266721559,-0.963912266721559,0.981997882333754,-0.963912266721559,-0.963912266721559,0.645525645712541,1.52099438306644,-0.963912266721559,-0.963912266721559,-0.963912266721559,-0.270765086161614,1.43398300607681,1.6751450628937,-0.963912266721559,-0.270765086161614,-0.963912266721559,-0.963912266721559,-0.963912266721559,0.827847202506496,-0.963912266721559,-0.963912266721559,0.422382094398332,-0.270765086161614,-0.963912266721559,2.67367389300483,-0.963912266721559,1.11552927495828,0.645525645712541,-0.963912266721559,-0.270765086161614,0.827847202506496,-0.963912266721559,-0.963912266721559,-0.963912266721559,1.52099438306644,-0.963912266721559,-0.270765086161614,0.422382094398332,0.981997882333754,1.52099438306644,0.134700021946551,0.134700021946551,-0.270765086161614,-0.963912266721559,-0.963912266721559,-0.963912266721559,0.134700021946551,0.134700021946551,-0.270765086161614,0.827847202506496,0.827847202506496,-0.963912266721559,-0.963912266721559,1.33867282627249,-0.963912266721559,-0.270765086161614,1.6751450628937,-0.270765086161614,-0.270765086161614,-0.270765086161614,-0.963912266721559
"MP18",0.0591524724929226,0.346834544944704,2.00506262154824,0.752299653052868,-0.346312635615242,-0.346312635615242,-1.03945981617519,-0.346312635615242,0.906450332880126,-0.346312635615242,1.59959751344007,-1.03945981617519,1.90497916299125,-1.03945981617519,0.569978096258913,0.906450332880126,0.906450332880126,-1.03945981617519,-1.03945981617519,-1.03945981617519,-0.346312635615242,0.906450332880126,-1.03945981617519,-0.346312635615242,1.79375352788103,-1.03945981617519,0.346834544944704,-1.03945981617519,-0.346312635615242,2.09603439975396,-1.03945981617519,-1.03945981617519,-1.03945981617519,-1.03945981617519,-1.03945981617519,-0.346312635615242,0.569978096258913,-1.03945981617519,-1.03945981617519,0.752299653052868,-1.03945981617519,-1.03945981617519,2.21863672184629,-1.03945981617519,2.29274469400002,0.346834544944704,2.5981263435512,1.44544683361281,0.0591524724929226,-1.03945981617519,-1.03945981617519,0.0591524724929226,0.0591524724929226,-1.03945981617519,-1.03945981617519,0.906450332880126,1.73312890606459,2.05158263718313,0.346834544944704,0.752299653052868,-1.03945981617519,-1.03945981617519,0.569978096258913,0.346834544944704,-1.03945981617519,0.752299653052868,-0.346312635615242,-0.346312635615242,0.569978096258913,-1.03945981617519,-1.03945981617519,0.569978096258913,-0.346312635615242,0.0591524724929226,-0.346312635615242,1.52548954128635,-0.346312635615242,-1.03945981617519,-1.03945981617519
"MP19",0.54464207971615,0.54464207971615,1.86639791969847,0.767785631030359,1.4609328115903,-0.148505100843796,-0.841652281403741,-0.841652281403741,2.45418458460059,0.256960007264369,-0.841652281403741,-0.841652281403741,2.45418458460059,-0.841652281403741,1.86639791969847,1.10425786765157,1.23778926027609,0.256960007264369,-0.841652281403741,-0.841652281403741,-0.841652281403741,-0.841652281403741,-0.841652281403741,-0.841652281403741,0.54464207971615,-0.148505100843796,0.256960007264369,-0.841652281403741,-0.841652281403741,0.767785631030359,-0.841652281403741,-0.841652281403741,-0.841652281403741,-0.841652281403741,-0.148505100843796,-0.841652281403741,1.10425786765157,-0.841652281403741,-0.841652281403741,0.256960007264369,-0.841652281403741,-0.841652281403741,1.23778926027609,0.256960007264369,0.950107187824314,0.54464207971615,1.4609328115903,0.767785631030359,0.256960007264369,-0.841652281403741,0.767785631030359,-0.841652281403741,-0.148505100843796,-0.841652281403741,-0.841652281403741,1.10425786765157,1.35557229593248,1.4609328115903,0.950107187824314,-0.148505100843796,-0.841652281403741,-0.841652281403741,-0.148505100843796,-0.148505100843796,0.256960007264369,0.54464207971615,-0.841652281403741,-0.841652281403741,0.256960007264369,-0.841652281403741,0.767785631030359,-0.841652281403741,-0.841652281403741,-0.841652281403741,0.54464207971615,0.256960007264369,-0.148505100843796,-0.841652281403741,-0.841652281403741
"MP20",0.685070982701683,0.839221662528941,-0.0080761978582624,-1.10668848652637,0.685070982701683,-0.413541305966427,-1.10668848652637,-1.10668848652637,2.65451162916719,-0.413541305966427,0.972753055153464,-1.10668848652637,1.291206786272,-1.10668848652637,0.279605874593519,1.09053609080985,1.19589660646767,-1.10668848652637,-1.10668848652637,-1.10668848652637,-0.413541305966427,-1.10668848652637,-0.0080761978582624,-1.10668848652637,2.630981131757,-1.10668848652637,-1.10668848652637,-0.413541305966427,-1.10668848652637,1.72652485752984,-0.0080761978582624,-0.413541305966427,-1.10668848652637,-1.10668848652637,2.18914837947796,-1.10668848652637,0.839221662528941,1.09053609080985,-1.10668848652637,0.502749425907728,-0.413541305966427,-0.413541305966427,0.502749425907728,-1.10668848652637,1.88904378702762,0.279605874593519,2.22551602364883,0.685070982701683,1.72652485752984,1.09053609080985,-0.413541305966427,0.279605874593519,-0.413541305966427,0.279605874593519,-1.10668848652637,0.685070982701683,1.98435396683194,0.279605874593519,1.98435396683194,-1.10668848652637,0.839221662528941,-1.10668848652637,-1.10668848652637,0.502749425907728,-1.10668848652637,1.53236884308889,-0.0080761978582624,-1.10668848652637,-1.10668848652637,-1.10668848652637,-1.10668848652637,-0.0080761978582624,-1.10668848652637,0.972753055153464,0.279605874593519,0.279605874593519,-0.0080761978582624,-1.10668848652637,-1.10668848652637
