"","mz","rtime","p-value","t-score"
"85",215.128453711908,7.157,0.261951104489512,-1.17600376685075
"86",322.186474046016,2.751,0.589325136232544,0.550749932699432
"87",257.124469173594,2.484,0.602445473092705,0.536627974232905
"88",234.061186822528,0.751,0.963102538195912,0.0469592289986346
"89",309.107767963828,3.903,0.748174211144961,-0.327174208130428
"90",416.227131423803,4.088,0.722520837932474,0.360985303718672
"91",345.144260432109,4.968,0.720123093942582,0.366654659645997
"92",237.08620023793,1.658,0.409067277438992,0.846877471041657
"93",459.347990133673,8.922,0.353542982792262,0.958628127223753
"94",190.071043732871,0.667,0.434390508867567,0.807983976520865
"95",658.512433689403,0.836,0.997289073925516,0.00344662484488466
"96",285.12030781073,0.666,0.883988953583742,0.148340366657413
"97",371.202802671247,0.712,0.650558265164923,0.46186931625366
"98",385.119902282689,1.152,0.971317620597548,-0.0364661691999358
"99",221.165101936296,4.462,0.73356288873296,-0.345717259904636
"100",381.18191666125,5.452,0.484400250506106,0.715797775792181
