"","mz","rtime","p-value","t-score"
"1",242.150151801928,0.705,0.402621975664964,-0.857171685800526
"2",539.165554895814,0.672,0.933338874344852,0.0850985642931222
"3",193.123054612452,5.271,0.47627402757503,-0.727522125032086
"4",283.153883902937,4.69,0.641007739277469,-0.474273135949896
"5",217.195745703693,9.528,0.57314443623713,-0.574530452319373
"6",217.15923070446,5.522,0.406475278499418,0.861289502157951
"7",205.097486273549,3.459,0.512474461012989,0.673775696621532
"8",357.263428070421,6.106,0.238267094283908,1.23362926010003
"9",367.295290759749,8.527,0.104920739715291,1.75556015486147
"10",321.238949024172,9.268,0.211118362582299,-1.3334855340329
"11",232.093758492261,0.709,0.819226827241996,-0.232272765935442
"12",219.13818481065,0.942,0.59903842452438,-0.535245405355176
"13",279.23153694702,0.788,0.269954092662182,1.16479630997236
"14",265.143448743582,5.468,0.655761263538215,0.454618504570602
"15",233.149921094672,0.71,0.738019092991651,0.340138804607908
"16",319.063545584608,2.913,0.848935943627331,0.193252093854633
"17",497.400275177969,9.306,0.281819163252912,1.1105782384633
"18",199.144429708015,4.442,0.183321363221164,-1.42175332001287
"19",385.122676542814,2.826,0.706760427596377,0.382748957394374
"20",325.098528490703,12.668,0.896024210141532,-0.132893519103136
"21",227.055347384994,5.021,0.153167645900675,-1.54094862689549
"22",360.177237411494,1.712,0.0733518329244684,1.98095025181623
"23",271.19040101684,1.131,0.23404524820265,-1.24645522463039
"24",415.357542594688,9.805,0.674082880604228,-0.427858929661503
"25",363.286187848358,6.573,0.442468744102409,0.787792064325246
"26",299.25766264964,0.735,0.58339831878971,-0.558479920675194
"27",321.242212973712,0.806,0.318298475583754,1.04444529363749
"28",295.226393396813,0.751,0.9937792954326,0.0079072189032346
"29",395.222009639922,9.203,0.687958668110173,0.409099229995224
"30",231.132971845662,4.146,0.260770663295053,-1.16591580633192
"31",249.206023928466,1.076,0.613739557181755,-0.513871272836548
"32",339.093473343403,5.169,0.39325964109603,0.879015954268728
"33",251.164347469861,0.901,0.514236487007419,-0.665392412940757
"34",441.33650167573,9.072,0.781343095553509,-0.281955674000832
"35",499.379698169773,9.466,0.581504809448691,0.561315819311914
"36",481.32734719023,8.749,0.525999408856985,-0.646683248661084
"37",471.353561908672,9.641,0.660559367574142,-0.449844420892895
"38",242.138778310156,4.695,0.749731205033286,0.324043208571497
"39",331.190288254649,7.366,0.0812649479028041,1.92723892252384
"40",323.25797263688,1.103,0.692729661812062,-0.402497119674553
"41",415.243240828047,4.671,0.862529335398762,0.175672470376875
"42",293.113060552109,1.013,0.642113828171889,0.473723710615613
"43",281.174566349609,7.505,0.447677956807596,-0.776603507919057
"44",361.193086026864,3.855,0.561395663973811,-0.592917606003624
"45",486.271441165234,5.96,0.27862813256493,-1.11725992183348
"46",549.287445782669,0.913,0.892346732621003,0.137288561193637
"47",249.148834139557,5.44,0.88677281498303,0.144909889961359
"48",335.086409919304,5.467,0.937235635360703,-0.0798672980744118
"49",359.065601956094,6.147,0.442181491574936,0.788661122511089
"50",325.135063017319,11.673,0.484201894813198,0.716553200918325
"51",349.099413443658,3.537,0.761693144096715,-0.307938624434179
"52",174.076431191834,1.322,0.935447120461626,0.082164710878046
"53",308.185925429027,4.476,0.966353213154451,0.042856562167273
"54",369.2096950617,9.803,0.597992889234724,0.538137059159179
"55",157.097062743594,1.291,0.535500764469253,0.632211551616901
"56",155.118387736982,4.126,0.733515361317571,0.345784861384451
"57",239.103763691749,3.954,0.952132068875497,0.0608752621902009
"58",457.331725479956,8.265,0.607325685165294,0.523600441917283
"59",471.307603728651,7.473,0.552626936069343,0.605311709330816
"60",369.274238930697,0.796,0.197935917303656,1.35953666085397
"61",397.199011219453,7.876,0.925042032873156,-0.0955404636321978
"62",296.098951086172,2.398,0.93319119012324,0.0852124948874246
"63",293.109718843047,3.173,0.664725690855188,0.440907349472028
"64",206.154664923186,6.453,0.422270324605701,0.828229603715102
"65",318.278920521795,1.797,0.514752846658779,0.66757578200902
"66",217.143938367235,6.341,0.597416890298748,-0.543771588994584
"67",253.101828472888,3.361,0.297305471481543,1.07546312727528
"68",366.206458504,6.728,0.363536527702888,-0.936521852034417
"69",302.305443448668,3.431,0.766078859747079,0.302655704678443
"70",236.113195162167,0.713,0.991997278673266,-0.010172226371334
"71",209.11750649993,5.478,0.74482813272908,0.331670151938027
"72",279.159160998967,0.865,0.462264281052923,-0.752901236207018
"73",249.112458455535,1.234,0.748416265325194,0.32793976047179
"74",345.090683931113,4.288,0.333986145612527,1.0021794562929
"75",555.100562513015,7.846,0.608403550916892,-0.522680048657905
"76",352.15902827081,0.711,0.460774370371964,-0.76080973972883
"77",278.122057457434,1.047,0.635095816539415,-0.483024594098189
"78",245.149610916667,2.551,0.998638640624351,0.00173007012360152
"79",473.259713327233,4.793,0.851225366304536,0.190623823171471
"80",160.060830014682,1.161,0.502542179083915,-0.684592608092211
"81",359.326495299452,8.881,0.282634603794033,1.12532711471963
"82",219.138830112882,4.378,0.474792823171018,0.732098418447803
"83",225.221770843068,8.667,0.127025745512962,-1.6133860343235
"84",270.144287751979,2.462,0.666888054463954,0.437624109685009
