Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
231.174560792344,C05140,M-C3H4O2+H[1+],0.000184325573997057
231.174560792344,C05284,M-C3H4O2+H[1+],0.000184325573997057
231.174560792344,C05290,M-C3H4O2+H[1+],0.000184325573997057
231.174560792344,C05295,M-C3H4O2+H[1+],0.000184325573997057
231.174560792344,C05302,M-C3H4O2+H[1+],0.000184325573997057
253.093261019756,C05512,M+H[1+],8.45529859816452e-05
253.093261019756,C01185,M-HCOOK+H[1+],0.00111544701402977
351.252810066528,C05476,M+H[1+],0.000166400241994324
351.252810066528,C05138,M+H2O+H[1+],0.000166400241994324
351.252810066528,C05485,M+H2O+H[1+],0.000166400241994324
351.252810066528,C18038,M+H2O+H[1+],0.000166400241994324
351.252810066528,C18040,M+H2O+H[1+],0.000166400241994324
351.252810066528,C22831,M+H2O+H[1+],0.000166400241994324
181.097908245719,C05636,M+H[1+],0.000731778948988904
181.097908245719,C05638,M+H[1+],0.000731778948988904
181.097908245719,C00328,M-CO+H[1+],0.000831778948992223
181.097908245719,C03227,M-CO2+H[1+],0.000731778948988904
181.097908245719,C05647,M-CO+H[1+],0.000831778948992223
181.097908245719,C05651,M-CO2+H[1+],0.000731778948988904
181.097908245719,C00931,M-HCOOH+H[1+],0.000631778948985584
239.166236483352,C04079,M-HCOOK+H[1+],0.000360016582021672
281.247567417863,C01595,M+H[1+],9.09510930000579e-05
137.060343328568,C01801,M(S34)+H[1+],0.000633138202005057
137.060343328568,C03758,M-NH3+H[1+],0.000566861797977936
137.060343328568,C03765,M+H[1+],0.000666861797981255
137.060343328568,C07086,M+H[1+],0.000666861797981255
137.060343328568,C01179,M-CO2+H[1+],0.000566861797977936
137.060343328568,C05350,M-CO2+H[1+],0.000566861797977936
137.060343328568,C05582,M-HCOOH+H[1+],0.000566861798006357
137.060343328568,C05583,M-HCOOH+H[1+],0.000566861798006357
227.10258603716,C00931,M+H[1+],9.04296100259216e-05
227.10258603716,C00328,M+H2O+H[1+],9.04296100259216e-05
227.10258603716,C05647,M+H2O+H[1+],9.04296100259216e-05
157.024960653573,C00295,M+H[1+],0.000584186802996101
187.097298924004,C06459,M+H2O+H[1+],0.000422457233980822
187.097298924004,C00670,M-C3H4O2+H[1+],0.000522457234012563
186.092140707788,C00788,M(S34)+H[1+],0.000435758982007428
186.092140707788,C05589,M(S34)+H[1+],0.000435758982007428
393.167814040405,C20265,M+HCOONa[1+],0.000592939634998402
137.096572172821,C00951,M+2H[2+],0.000495706050998024
216.160360521434,C17337,M+2H[2+],0.00106594533599491
196.097621251734,C16586,M+H[1+],0.000844784964016299
310.112724323989,C00270,M+H[1+],0.000552142780975373
310.112724323989,C00272,M+HCOONa[1+],0.000547857219032721
158.118167362875,C03852,M+H+Na[2+],0.000209103895031149
191.045459475937,C16633,M-C3H4O2+H[1+],0.000816990832987585
183.113699482917,C00931,M-CO2+H[1+],0.000823016146995315
227.089540389648,C00881,M[1+],0.00105961035200153
198.088225000735,C00475,M-HCOOH+H[1+],0.000848533965012166
198.088225000735,C07585,M+H2O+H[1+],0.000848533964983744
205.09714703001,C00078,M+H[1+],2.94367600019996e-05
144.066091219258,C00956,M-H2O+H[1+],0.0006147524879907
144.066091219258,C03287,M-HCOOK+H[1+],0.0006147524879907
144.066091219258,C00329,M-H4O2+H[1+],0.0006147524879907
176.091228669255,C01132,M-HCOOH+H[1+],0.000547797514997228
176.091228669255,C00352,M-HCOOK+H[1+],0.00044779751502233
176.091228669255,C00140,M-HCOOH+H[1+],0.000547797514997228
176.091228669255,C00645,M-HCOOH+H[1+],0.000547797514997228
199.060417028008,C00257,M(S34)+H[1+],0.000959438762009768
199.060417028008,C00800,M(S34)+H[1+],0.000959438762009768
199.060417028008,C05584,M+H[1+],0.000340561238004966
199.060417028008,C01179,M+H2O+H[1+],0.000240561237973225
199.060417028008,C05350,M+H2O+H[1+],0.000240561237973225
195.113206098687,C00780,M+H2O+H[1+],0.00032963191696922
141.066252631646,C05828,M+H[1+],0.000376164875973473
141.066252631646,C00153,M+H2O+H[1+],0.000376164875973473
253.094421315888,C05512,M+H[1+],0.00124484911799527
253.094421315888,C01185,M-HCOOK+H[1+],4.48491179838584e-05
155.081840150857,C00931,M-C3H4O2+H[1+],0.000263684087002503
125.023859537891,C03824,M-NH3+H[1+],0.000483071121010425
125.023859537891,C00322,M-H4O2+H[1+],0.000583071120985323
125.023859537891,C03557,M[1+],0.000340462108994188
101.060177456377,C00719,M-NH3+H[1+],0.000400989607015845
101.060177456377,C00183,M-NH3+H[1+],0.000400989607015845
298.097707578829,C00170,M+H[1+],0.000831112058961025
282.135454105383,C02191,M+2H[2+],0.000822361387008641
215.10314445168,C00214,M-CO+H[1+],0.000567984909991992
215.10314445168,C21015,M-H2O+H[1+],0.000567984910020414
293.210574677266,C05471,M-C3H4O2+H[1+],0.00060178950405998
293.210574677266,C05489,M-C3H4O2+H[1+],0.00060178950405998
345.205821758443,C05490,M+H[1+],0.000254708327020126
345.205821758443,C00735,M-H2O+H[1+],0.000154708326988384
345.205821758443,C05469,M-H2O+H[1+],0.000154708326988384
345.205821758443,C05473,M-H2O+H[1+],0.000154708326988384
378.165821634688,C12650,M+H2O+H[1+],0.00135483208202913
204.066152506143,C00331,M+H[1+],0.000676039372990545
204.066152506143,C00643,M-NH3+H[1+],0.000576039372987225
233.150511753094,C00449,M-CO2+H[1+],0.0009352863240224
319.189677148984,C05285,M+H2O+H[1+],0.000699317786029496
319.189677148984,C05297,M+H2O+H[1+],0.000699317786029496
319.189677148984,C05299,M+H2O+H[1+],0.000699317786029496
411.178210258539,C11133,M-H4O2+H[1+],0.00196620823095373
537.251448716115,C00500,M-HCOOH+H[1+],0.00177224934498099
151.112011216921,C00777,M+2H[2+],0.000284750150967739
151.112011216921,C15493,M+2H[2+],0.000284750150967739
231.101924755469,C00440,M(C13)+2H[2+],0.000351711300993429
271.170142849278,C00468,M+H[1+],0.000866382508036168
271.170142849278,C05141,M-H2O+H[1+],0.000966382508011066
271.170142849278,C05301,M-H2O+H[1+],0.000966382508011066
148.076151206253,C00788,M-H4O2+H[1+],0.000574739482999576
148.076151206253,C05589,M-H4O2+H[1+],0.000574739482999576
148.076151206253,C00079,M-H2O+H[1+],0.000474739482996256
148.076151206253,C00954,M-CO+H[1+],0.000574739482999576
148.076151206253,C05634,M-CO+H[1+],0.000574739482999576
148.076151206253,C05635,M-CO2+H[1+],0.000474739482996256
148.076151206253,C01233,M-HCOONa+H[1+],0.000374739482964515
148.076151206253,C16587,M-HCOOH+H[1+],0.000374739482992936
148.076151206253,C16595,M-HCOOH+H[1+],0.000374739482992936
148.076151206253,C16596,M-CO2+H[1+],0.000474739482996256
180.066031037083,C00355,M-H2O+H[1+],0.000554570312999658
180.066031037083,C01252,M-CO+H[1+],0.000554570312999658
180.066031037083,C05637,M+H2O+H[1+],0.000454570312996339
180.066031037083,C05639,M+H2O+H[1+],0.000454570312996339
180.066031037083,C05645,M-CO2+H[1+],0.000454570312996339
180.066031037083,C14801,M-CO+H[1+],0.000554570312999658
268.104090525259,C00212,M+H[1+],1.40584890004902e-05
268.104090525259,C00330,M+H[1+],1.40584890004902e-05
158.117950772424,C03852,M+H+Na[2+],0.000425694346034788
251.031573373927,C05581,M+HCOOK[1+],3.0928430021504e-06
443.348590930859,C05444,M+Na[1+],0.000985535911013358
443.348590930859,C05454,M+Na[1+],0.000985535911013358
303.036890855781,C00299,M+NaCl[1+],0.00151438901099255
303.036890855781,C02067,M+NaCl[1+],0.00151438901099255
80.0495842492969,C00148,M-H4O2+H[1+],0.000207782526899791
80.0495842492969,C00763,M-H4O2+H[1+],0.000207782526899791
80.0495842492969,C00253,M-CO2+H[1+],0.000107782526910682
80.0495842492969,C07446,M-CO2+H[1+],0.000107782526910682
439.357521479644,C05446,M(S34)+H[1+],0.000854987125990192
439.357521479644,C05849,M-CO+H[1+],0.00054501287399944
413.304476905156,C17337,M-H2O+H[1+],0.000499561613992228
237.123751269291,C00978,M+H2O+H[1+],0.000374802520980211
237.123751269291,C05642,M-CO+H[1+],0.000474802521011952
248.08439003853,C16635,M(S34)+H[1+],0.000113571759982278
146.060277728684,C00082,M-H4O2+H[1+],0.000301261913989492
146.060277728684,C05635,M-HCOOH+H[1+],0.000201261914014594
146.060277728684,C14800,M-CO2+H[1+],0.000201261914014594
146.060277728684,C16596,M-HCOOH+H[1+],0.000201261914014594
101.05996376038,C00719,M-NH3+H[1+],0.000187293610011352
101.05996376038,C00183,M-NH3+H[1+],0.000187293610011352
162.055485900464,C05637,M+H[1+],0.000509433693991923
162.055485900464,C05639,M+H[1+],0.000509433693991923
162.055485900464,C03090,M-HCOONa+H[1+],0.000509433693963501
162.055485900464,C00355,M-H4O2+H[1+],0.000609433693966821
162.055485900464,C01252,M-HCOOH+H[1+],0.000409433693988603
162.055485900464,C14800,M-CO+H[1+],0.000609433693995243
162.055485900464,C14801,M-HCOOH+H[1+],0.000409433693988603
146.081687647382,C04076,M+H[1+],0.000511180611994178
146.081687647382,C16741,M-NH3+H[1+],0.000511180611994178
146.081687647382,C02946,M+H[1+],0.000511180611994178
146.081687647382,C03090,M-HCOOK+H[1+],0.000611180611997497
146.081687647382,C00450,M+H2O+H[1+],0.000511180611994178
161.092687853519,C21015,M-C3H4O2+H[1+],0.000611386749028497
142.086767233556,C00547,M-CO+H[1+],0.000590766785990127
142.086767233556,C00314,M-CO+H[1+],0.000590766785990127
233.062891047497,C01019,M+HCOONa[1+],0.000285419273012621
233.062891047497,C02076,M+Na[1+],0.000385419273015941
114.066331736284,C00300,M-H2O+H[1+],0.000155269513996359
183.066386654174,C00031,M(S34)+H[1+],8.98125960020479e-05
183.066386654174,C00221,M(S34)+H[1+],8.98125960020479e-05
183.066386654174,C00267,M(S34)+H[1+],8.98125960020479e-05
183.066386654174,C00095,M(S34)+H[1+],8.98125960020479e-05
183.066386654174,C00159,M(S34)+H[1+],8.98125960020479e-05
183.066386654174,C00124,M(S34)+H[1+],8.98125960020479e-05
183.066386654174,C00137,M(S34)+H[1+],8.98125960020479e-05
183.066386654174,C00984,M(S34)+H[1+],8.98125960020479e-05
287.16472106709,C05298,M+H[1+],0.000544600319983601
287.16472106709,C05300,M+H[1+],0.000544600319983601
408.156904643465,C14791,M-CO2+H[1+],0.00187182330500946
317.21097571748,C16677,M+H[1+],0.000100749290027125
317.21097571748,C16679,M+H[1+],0.000100749290027125
317.21097571748,C16680,M+H[1+],0.000100749290027125
317.21097571748,C00735,M-HCOOH+H[1+],0.000200749290002022
317.21097571748,C00762,M-CO2+H[1+],0.000200749290002022
317.21097571748,C01780,M-CO2+H[1+],0.000200749290002022
317.21097571748,C05469,M-HCOOH+H[1+],0.000200749290002022
317.21097571748,C05473,M-HCOOH+H[1+],0.000200749290002022
317.21097571748,C05490,M-CO+H[1+],0.000100749290027125
317.21097571748,C00427,M-H4O2+H[1+],0.000100749290027125
317.21097571748,C00584,M-H4O2+H[1+],0.000100749290027125
317.21097571748,C00696,M-H4O2+H[1+],0.000100749290027125
317.21097571748,C02198,M-H4O2+H[1+],0.000100749290027125
317.21097571748,C05949,M-H2O+H[1+],0.000100749290027125
317.21097571748,C05960,M-H4O2+H[1+],0.000100749290027125
317.21097571748,C04671,M-H4O2+H[1+],0.000100749290027125
153.128141296783,C00219,M+2H[2+],0.000764830012997209
181.086538448505,C05588,M-NH3+H[1+],0.000561981734989558
181.086538448505,C06205,M+H2O+H[1+],0.000561981734989558
181.086554461745,C05588,M-NH3+H[1+],0.000577994975003548
181.086554461745,C06205,M+H2O+H[1+],0.000577994975003548
469.348558197188,C05849,M(S34)+H[1+],0.000781730418054849
469.348558197188,C05849,M(Cl37)+H[1+],0.000618269581991626
269.088097740469,C00294,M+H[1+],2.12736989624318e-05
353.136369389141,C03541,M(C13)+2H[2+],0.000690924129003179
226.082787936788,C00475,M-H2O+H[1+],0.00061147001801487
123.092361797799,C00534,M-HCOOH+H[1+],0.000585331029014924
380.119373419058,C00401,M+H[1+],0.000636433287979798
380.119373419058,C03794,M-HCOOK+H[1+],0.000603047712047555
357.278678000248,C02528,M-H4O2+H[1+],9.84665219903036e-05
491.244046231193,C02191,M-C3H4O2+H[1+],0.000130235577046278
491.244259950487,C02191,M-C3H4O2+H[1+],8.34837169350067e-05
375.191371746719,C00523,M+HCOOK[1+],0.00180472005098409
375.191371746719,C03917,M+HCOOK[1+],0.00180472005098409
375.191371746719,C04295,M+HCOOK[1+],0.00180472005098409
375.191371746719,C04373,M+HCOOK[1+],0.00180472005098409
375.191371746719,C05293,M+HCOOK[1+],0.00180472005098409
375.191371746719,C02165,M+K[1+],0.00150472005100255
375.191371746719,C05356,M+K[1+],0.00150472005100255
375.191371746719,C05965,M+K[1+],0.00150472005100255
375.191371746719,C05966,M+K[1+],0.00150472005100255
375.191371746719,C14781,M+K[1+],0.00150472005100255
375.191371746719,C14808,M+K[1+],0.00150472005100255
375.191371746719,C14810,M+K[1+],0.00150472005100255
375.191371746719,C14812,M+K[1+],0.00150472005100255
375.191371746719,C14813,M+K[1+],0.00150472005100255
285.075845602134,C19586,M-CO2+H[1+],6.91353640149828e-05
393.225462888516,C11134,M-C3H4O2+H[1+],0.00171357825399809
247.140280925117,C03406,M-CO2+H[1+],0.00020445834701377
300.28977948811,C00319,M+H[1+],0.000103021340009946
300.28977948811,C02934,M+H[1+],0.000103021340009946
300.28977948811,C12144,M-H2O+H[1+],0.000103021340009946
317.097433528307,C03221,M(C13)+3H[3+],0.000223728203650353
243.037836584141,C04376,M-C3H4O2+H[1+],0.000160117370995749
123.055805652524,C00153,M+H[1+],0.000529185754004402
123.055805652524,C05828,M-H2O+H[1+],0.000529185753990191
123.055805652524,C16631,M-CO+H[1+],0.000570814245975271
225.221770843068,C14825,M-C3H4O2+H[1+],0.000494376297979215
225.221770843068,C14826,M-C3H4O2+H[1+],0.000494376297979215
146.117969815003,C01181,M[1+],0.00013018499700479
146.117969815003,C01996,M[1+],0.00013018499700479
327.022642358819,C01143,M+H2O+H[1+],0.00143410795101317
228.027532203691,C03287,M+H[1+],0.00075573692100761
267.121802039474,C00378,M(C13)+H[1+],0.00117442729600725
179.045947717941,C00438,M(S34)+H[1+],0.000428748828994685
281.247648726394,C01595,M+H[1+],0.000172259623980153
328.320589514252,C02990,M-C3H4O2+H[1+],0.000486952518031103
210.099189592433,C03150,M-HCOOH+H[1+],0.000786874336995425
210.099189592433,C00835,M-CO+H[1+],0.000713125662997527
210.099189592433,C03684,M-CO+H[1+],0.000713125662997527
210.099189592433,C04874,M-HCOOH+H[1+],0.000513125662990888
319.226536898531,C00909,M+H[1+],0.000239568239010168
319.226536898531,C14807,M+H[1+],0.000239568239010168
319.226536898531,C00735,M-CO2+H[1+],0.000239568239010168
319.226536898531,C02140,M-CO+H[1+],0.00013956823903527
319.226536898531,C05469,M-CO2+H[1+],0.000239568239010168
319.226536898531,C05471,M-HCOOH+H[1+],0.00033956823904191
319.226536898531,C05473,M-CO2+H[1+],0.000239568239010168
319.226536898531,C05488,M-CO+H[1+],0.00013956823903527
319.226536898531,C05489,M-HCOOH+H[1+],0.00033956823904191
319.226536898531,C05497,M-CO+H[1+],0.00013956823903527
319.226536898531,C00639,M-H4O2+H[1+],0.000139568238978427
319.226536898531,C02165,M-H2O+H[1+],0.000239568239010168
319.226536898531,C05356,M-H2O+H[1+],0.000239568239010168
319.226536898531,C05965,M-H2O+H[1+],0.000239568239010168
319.226536898531,C05966,M-H2O+H[1+],0.000239568239010168
319.226536898531,C14781,M-H2O+H[1+],0.000239568239010168
319.226536898531,C14782,M-H4O2+H[1+],0.000139568238978427
319.226536898531,C14808,M-H2O+H[1+],0.000239568239010168
319.226536898531,C14810,M-H2O+H[1+],0.000239568239010168
319.226536898531,C14812,M-H2O+H[1+],0.000239568239010168
319.226536898531,C14813,M-H2O+H[1+],0.000239568239010168
319.226536898531,C14814,M-H4O2+H[1+],0.000139568238978427
319.226536898531,C00777,M+H2O+H[1+],0.000239568239067012
319.226536898531,C15493,M+H2O+H[1+],0.000239568239067012
104.070909904883,C01205,M+H[1+],0.000333438113003126
104.070909904883,C00334,M+H[1+],0.000333438113003126
104.070909904883,C01026,M+H[1+],0.000333438113003126
104.070909904883,C02356,M+H[1+],0.000333438113003126
104.070909904883,C03284,M+H[1+],0.000333438113003126
104.070909904883,C00025,M-CO2+H[1+],0.000233438112999806
104.070909904883,C00430,M-CO+H[1+],0.000433438113006446
104.070909904883,C01110,M-CO+H[1+],0.000433438113006446
104.070909904883,C01157,M-CO+H[1+],0.000433438113006446
104.070909904883,C01165,M-CO+H[1+],0.000433438113006446
104.070909904883,C05147,M-CO+H[1+],0.000433438113006446
