p.value,m.z,t.score,pos_inx
7.57756175712832e-05,519.364069273391,97,1
0.000205676676264912,299.20080698375,95,1
0.000232750681043302,327.146327917882,5.46429590128313,1
0.000298534350705796,148.076169162637,-4.67669532116105,1
0.000324752646734071,507.332009320725,94,1
0.000725280911039425,495.345556720567,92,1
0.000725280911039425,225.112664173932,8,1
0.00107444032802355,303.987745982689,-3.98962913297155,1
0.00114212652653362,134.06019871764,-3.86843395735324,1
0.00149276716775442,327.145110468291,4.46948582372435,1
0.00163350417854665,781.470750655892,4.38259777831221,1
0.0017523997326709,819.448689005832,4.33564438483172,1
0.00180933934480514,837.456471360174,4.22972121992904,1
0.00199628379342136,250.144025632087,-3.66376088208718,1
0.00208924202732252,829.505228825937,89,1
0.00215375662524824,329.096881278672,-3.73097377692605,1
0.00277742540745133,218.011846032556,-3.48056406502719,1
0.00293092202603524,304.157591019645,-3.65953911610275,1
0.00362467445597044,190.016108350068,-3.47796131108455,1
0.0037072538061493,358.050301592996,-3.47959128900284,1
0.00388620667258438,825.434727977356,87,1
0.00388620667258438,359.241011498516,87,1
0.00402256133772163,540.351841341586,3.7092072069354,1
0.00461383644642057,327.031123028014,-3.36412114507805,1
0.00488888198046101,236.984730207742,-3.33319615974401,1
0.00489812627600383,1155.67866769486,3.68263615164953,1
0.00495571321252356,805.466954931987,3.60143562560886,1
0.00498088777987071,425.266978631028,3.53404510414205,1
0.00500440447823852,272.063616764659,-3.39826613262371,1
0.00519604234774513,829.504370296109,86,1
0.00519604234774513,202.11946531405,86,1
0.00519604234774513,419.209230487223,86,1
0.00519604234774513,855.410553923468,86,1
0.00519604234774513,174.092202751126,14,1
0.00548597983064596,337.178434744126,-3.15773027907546,1
0.00549991600321274,195.066234930685,-3.36467771943139,1
0.0064844855958917,254.024419218203,-3.15999692624718,1
0.00684145575786443,271.06005608991,85,1
0.00705735334117639,213.075125547607,-3.16512360924177,1
0.00711681865914703,505.3157692677,3.39510348233013,1
0.00722875071750982,251.12754199135,-3.22717811304177,1
0.00835887964644415,225.043309081243,-3.011877627193,1
0.00873051852880708,167.107326361978,-2.99747728308538,1
0.00893069778518695,364.118043661461,84,1
0.00893069778518695,200.107687701528,16,1
0.00893069778518695,131.046064651719,16,1
0.00893069778518695,407.240647032891,84,1
0.00893069778518695,266.092094906102,84,1
0.00899208920159237,97.0763780175888,2.92863775170461,1
0.00908289293210322,277.273831721112,-2.96396644095796,1
0.00920933213286489,221.013346902247,-2.99779653286138,1
0.0093170438935742,169.097727375347,2.91186715287488,1
0.00931875111722423,169.097839970234,2.91177617545891,1
0.00959166367623079,236.0966340442,-2.89817389508152,1
0.00962432011004057,297.106907867849,-2.98385362654886,1
0.010688235967948,146.118007230871,-3.0165769399085,1
0.0108719275311099,337.211892262813,-3.03420859058972,1
0.0109485032110247,138.091881052201,2.94737361577076,1
0.0110699601831252,311.058570660219,-2.88277412291971,1
0.0110699601831252,311.060758047495,-2.88277412291971,1
0.0114962436943861,217.158775114649,83,1
0.0114962436943861,251.163902157234,83,1
0.0114962436943861,243.134883818899,17,1
0.0124988634521445,238.085739853515,-2.83093119724018,1
0.0125623791174064,166.087007371436,-2.79233650182408,1
0.0127216768061151,319.129577182656,-2.89994681762828,1
0.0133821751437239,153.055236254135,-2.75026237159187,1
0.0136355081070371,521.311207448398,2.99957836211189,1
0.0138351966588106,274.111440929389,-2.95347505536582,1
0.0140904484364477,313.163817797736,-2.89941485825364,1
0.0151973279916904,283.128985539784,-2.78065231319251,1
0.0157064675142716,251.116597525,-2.89120505086138,1
0.0174173616566113,272.033327864028,-2.67988064720763,1
0.0180387970823179,147.047911745661,-2.80088501950959,1
0.0184098050403036,359.183820940541,2.80129377180135,1
0.0184098050403036,337.199476732898,2.80129377180135,1
0.0184533544160108,275.164144822259,2.70476319613136,1
0.0185433761285154,159.117277627003,81,1
0.0185433761285154,262.165036891357,81,1
0.0185433761285154,368.199252262187,81,1
0.0185433761285154,310.148593240433,81,1
0.0185433761285154,203.143398306839,81,1
0.0185770734906918,295.081693293819,-2.67754434394534,1
0.0186867239229184,137.060212467809,-2.70550909718379,1
0.0193508715929442,177.055359534685,-2.62565526799492,1
0.0202556467768168,229.158917491748,2.74831256345051,1
0.0202895753116441,842.520785866356,2.77315847006527,1
0.0203973285615842,292.122122743894,-2.55496577264323,1
0.0205991319330937,295.191175619903,2.538296873858,1
0.0211083642232804,353.196039779227,2.64602732354223,1
0.0226888963834242,233.101560060977,2.58567405398236,1
0.0228797109481273,286.051173046862,-2.49695210415713,1
0.0229674258239217,195.066111916169,-2.52587133322847,1
0.0232306393297105,378.145239579492,80,1
0.0232306393297105,200.128864857691,20,1
0.0232306393297105,261.086131465547,80,1
0.0232306393297105,259.068184486558,80,1
0.0232306393297105,174.023197409023,80,1
0.0232306393297105,288.25332449602,80,1
0.0232306393297105,507.293874880781,80,1
0.0232306393297105,167.082110884402,20,1
0.0234456756241349,184.064670393743,2.61317441700852,1
0.0235590702067817,393.007844030603,-2.59950022958447,1
0.0237888950082128,316.284501722766,-2.48579984452736,1
0.023863001743841,247.169339774648,2.58473144180219,1
0.0241065966548138,267.134562546104,2.59918509129634,1
0.0243853400753177,615.27562842125,2.69553649258305,1
0.0249983426169814,227.091798460742,-2.46709744970998,1
0.0253679697913385,524.359633858595,2.6664474452734,1
0.0259906138615599,179.107219860255,-2.49998311938035,1
0.0262323248386941,183.13873088449,-2.49681752825742,1
0.0266713669957958,247.169303023069,2.62982350587792,1
0.0288055597653121,246.170711087691,21,1
0.0288055597653121,301.143548022344,79,1
0.0288055597653121,121.065150210348,21,1
0.0288055597653121,202.955492282783,79,1
0.0288055597653121,260.053342271094,79,1
0.0288055597653121,211.118909419435,21,1
0.0288055597653121,322.175670600313,79,1
0.0288055597653121,434.268495952813,79,1
0.0288055597653121,138.0552026248,79,1
0.0295450465199316,152.071900573662,-2.37426963833324,1
0.0320267047303937,284.127999964334,-2.32408938450617,1
0.0320503143848855,153.055256796432,-2.39727206820886,1
0.0351167494197495,563.316482218804,2.46460329996437,1
0.0354149316140039,244.155628860508,-2.27497181021738,1
0.0354629890233605,361.159022502864,78,1
0.0354629890233605,262.143685477208,22,1
0.0354629890233605,203.103168595605,78,1
0.0354629890233605,182.048745501992,22,1
0.0354629890233605,435.125450870156,78,1
0.0354629890233605,345.164264000793,78,1
0.0354629890233605,396.290796745547,22,1
0.0354629890233605,282.120123084453,78,1
0.0354629890233605,329.144721700042,78,1
0.0354629890233605,309.159825609063,78,1
0.0354629890233605,219.027778423282,78,1
0.0355863675127383,305.186711182031,-2.29811968097482,1
0.0365628135705437,547.325644867394,2.43005914603507,1
0.0376223749097822,166.123240793566,2.34749774354222,1
0.0383745956888593,305.185910639622,-2.29133027784777,1
0.0395995399890129,247.107519019337,-2.22105679144474,1
0.0396436371899272,455.352604832529,2.25462393194624,1
0.0399175683030051,117.054721496692,2.32600407281456,1
0.0401164190871019,385.346707731739,2.21477371165693,1
0.041911671043293,347.181902416057,-2.22398594224318,1
0.0419348256503727,209.09279359386,2.28350037325205,1
0.0432570525449782,274.092258326601,77,1
0.0432570525449782,504.194658243047,77,1
0.0432570525449782,259.069127072063,77,1
0.0432570525449782,398.270567650995,23,1
0.0432570525449782,311.180458415764,77,1
0.0432570525449782,280.138626520469,77,1
0.0432570525449782,788.540929381288,77,1
0.0432570525449782,265.118651864336,77,1
0.0432570525449782,381.190933977024,77,1
0.0434461286552543,217.107878654843,-2.19429398250903,1
0.0446944860543025,154.050455290406,2.17896339661894,1
0.045247549957089,246.113016941349,-2.26592314631056,1
0.0459862697109528,223.096971094228,-2.15158562176581,1
0.0459862697109528,223.096921915994,-2.15158562176581,1
0.0469129610500535,188.229421058084,-2.19854210776668,1
0.047481954907015,375.212246252087,-2.19125658197467,1
0.0478874284266949,362.208827042813,2.14399938205614,1
0.0483625232025044,250.14387769298,-2.22036093062224,1
0.0484647199952633,283.150042095437,2.14719250104628,1
0.0489081761525376,124.076645682862,-2.19849675855049,1
0.0489827133690608,153.05571101666,-2.16638258839167,1
0.0490928403881441,301.117160516843,-2.1632563768567,1
0.0491099679047998,291.169227909032,-2.14554573851679,1
0.0495878477016761,160.108445360802,-2.12517807421051,1
0.049789378183764,347.183900420078,2.24058419201162,1
0.0504014026727396,213.091468420367,2.22358886829496,1
0.0508920910437926,249.112346019829,-2.14793518747759,1
0.0510596131056353,205.10644236253,-2.16102531333993,1
0.0510921471697069,361.19828637853,-2.1439260146124,1
0.051688402901705,231.174560792344,2.08466323539407,1
0.0517477719652542,253.093261019756,2.14827611747908,1
0.0524259022711035,219.133745477097,76,1
0.0524259022711035,276.146673479062,76,1
0.0524259022711035,190.051226585892,76,1
0.0524259022711035,351.252810066528,24,1
0.0524259022711035,181.097908245719,76,1
0.0524259022711035,334.237670538437,76,1
0.0524259022711035,239.166236483352,76,1
0.0524259022711035,281.247567417863,24,1
0.0524259022711035,770.565949685213,76,1
0.0527941586563257,222.133919344922,-2.14754696677082,1
0.0528643265371631,346.174211306776,-2.0727837957027,1
0.0539139638789417,265.18007786702,-2.12869755717652,1
0.0544305768975769,137.060343328568,-2.08102726528892,1
0.0544639024003167,388.305154425784,-2.10586572062081,1
0.0549289784063008,227.10258603716,-2.09937790270771,1
0.0560216894814635,157.024960653573,-2.0732999047733,1
0.0561320746091163,187.097298924004,-2.10732902797804,1
0.0562341677916413,228.091725614141,-2.11158252520567,1
0.0563017253460373,237.185229023182,-2.13169915856847,1
0.0580730075324031,186.092140707788,-2.12662852660234,1
0.0580787637623409,304.122122156487,-2.06341528951286,1
0.0588474534988948,236.092068998085,2.11303067008724,1
0.0591933389005507,393.167814040405,-2.06133279825819,1
0.059260271722478,217.105587780285,-2.02512345772091,1
0.0595315637630399,172.006325543544,2.04899973925358,1
0.0599232812958594,211.097055790234,2.13248872815824,1
0.0601821330793232,292.139741621953,-2.00604643639383,1
0.0602070830383954,175.079676010224,-2.01212327544701,1
0.0617368376448677,210.081120432118,-2.02498270517896,1
0.0622855002137093,304.175300541484,-2.04808077272035,1
0.062658368977935,257.058805353359,-2.10446306850624,1
0.0630128385546342,232.108729102706,75,1
0.0630128385546342,221.153963050142,75,1
0.0630128385546342,443.287141558828,25,1
0.0630128385546342,311.273368297266,75,1
0.0630128385546342,137.096572172821,75,1
0.0630128385546342,205.081551976473,25,1
0.0630128385546342,281.112205149071,75,1
0.0630128385546342,507.239325540625,75,1
0.0630128385546342,216.160360521434,25,1
0.0630128385546342,175.130739985518,75,1
0.0630128385546342,270.123625067868,25,1
0.0630128385546342,196.097621251734,75,1
0.0630128385546342,310.112724323989,75,1
0.0630128385546342,812.541066573269,75,1
0.0630128385546342,341.101670013906,75,1
0.0632873318601931,158.118167362875,-2.02283020600209,1
0.0634843165634785,442.268735230706,2.06365507707382,1
0.0656440544567482,191.045459475937,-2.0775389433866,1
0.0666970840176819,183.113699482917,-1.98840986639622,1
0.0686422427656602,312.179013579453,2.03968711418807,1
0.0698248010159,227.089540389648,-1.9844155009572,1
